ID,invoiceNumber_jaro,invoiceNumber_jaro_inv,invoiceNumber_damlev,invoiceNumber_q2,invoiceNumber_q3,invoiceNumber_long2,invoiceNumber_long3,invoiceNumber_sw,suppName_jaro,suppName_damlev,suppName_q2,suppName_q3,suppName_long2,suppName_long3,suppName_long4,same_suppRef,same_baseAmount,same_enteredDate,same_paidDate,same_user,duplicate
30307,0.896,0.8,0.6,0.555555556,0.5,0.6,0.6,0.6,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
30308,0.913333333,0.833333333,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30309,0.936666667,0.916666667,0.75,0.8,0.666666667,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,0.666666667,1,0,1,1,1,1
30310,0.95047619,0.904761905,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,0.8,0.6,1,1,1,1,1,0
30311,0.848888889,0.694444444,0.666666667,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,0,1,1,1,0
30312,0.913333333,0.833333333,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
30314,1,1,1,1,1,1,1,1,0.603888889,0.352222222,0.2,0.2,0.2,0.2,0,0,0,1,0,0,0
30315,0.974358974,0.998027613,0.923076923,0.956521739,0.952380952,0.96,0.96,0.96,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
30316,0.982248521,0.990138067,0.923076923,0.869565217,0.761904762,0.96,0.96,0.864,1,1,1,1,1,1,0.75,0,1,1,0,0,1
30317,0.993939394,0.96969697,0.909090909,0.947368421,0.941176471,0.952380952,0.952380952,0.952380952,1,1,1,1,0.75,0.75,0.75,1,0,1,0,0,1
30318,0.83,0.75,0.5,0.428571429,0.333333333,0.5,0.5,0.5,1,1,1,1,1,1,0.666666667,1,0,1,0,1,0
30319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,0,1
30320,0.881,0.881,0.8,0.666666667,0.5,0.8,0.8,0.6,1,1,1,1,1,1,0.4,1,1,1,0,1,1
30321,0.577777778,0.455555556,0.166666667,0,0,0,0,0.181818182,0.568518519,0.352430556,0.267857143,0.25,0.25,0.25,0.25,0,0,1,0,0,0
30322,0.981666667,0.958333333,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,1,1,1,1,1,1,0.5,1,0,1,0,1,0
30323,0.968441815,0.976331361,0.923076923,0.833333333,0.727272727,0.923076923,0.923076923,0.846153846,1,1,1,1,1,1,0.666666667,1,1,1,1,1,1
30324,0.842209073,0.757834758,0.461538462,0.416666667,0.181818182,0.615384615,0.461538462,0.369230769,1,1,1,1,0.666666667,0.5,0.5,1,1,1,1,1,0
30325,0.981666667,0.958333333,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,1,1,1,1,1,1,0.666666667,1,0,1,0,1,0
30326,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.8,0.6,1,0,1,1,1,0
30327,0.981333333,0.859259259,0.9,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,0.75,0.5,1,0,1,1,1,0
30328,0.976,0.870518519,0.9,0.888888889,0.75,0.8,0.8,0.8,1,1,1,1,1,1,1,1,0,1,0,0,1
30329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30330,0.956,0.9,0.7,0.8,0.769230769,0.823529412,0.823529412,0.823529412,1,1,1,1,1,1,0.5,1,0,1,1,1,1
30331,0.634920635,0.634920635,0.333333333,0.235294118,0.133333333,0.315789474,0.315789474,0.315789474,0.403888889,0.315,0.225,0.225,0.2,0.2,0,0,0,1,0,1,0
30332,1,1,1,1,1,1,1,1,0.743055556,0.6875,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0,0,1,0,0,1
30333,0.449074074,0.690806878,0.3125,0.434782609,0.380952381,0.48,0.48,0.464,0.329166667,0.1875,0,0,0,0,0,0,0,1,0,1,1
30334,1,1,1,1,1,1,1,1,0.564980159,0.072916667,0.064102564,0,0.088888889,0,0,0,0,1,1,1,1
30335,0.930666667,0.839,0.7,0.666666667,0.625,0.6,0.6,0.6,1,1,1,1,1,1,1,1,0,1,0,1,0
30336,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,0.666666667,1,0,1,1,1,1
30337,0.963333333,0.869047619,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,0.75,1,1,1,1,1,0
30338,0.412037037,0.412037037,0,0,0,0,0,0.094117647,0.562962963,0.166666667,0.113636364,0,0.213675214,0,0,0,0,0,0,0,0
30339,0.848888889,0.777777778,0.666666667,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,0.333333333,0.333333333,1,1,1,1,1,0
30340,0.813333333,0.884444444,0.666666667,0.545454545,0.4,0.666666667,0.5,0.4,0.660865079,0.391428571,0.225,0,0.274285714,0,0,0,1,1,1,1,0
30341,1,1,1,1,1,1,1,1,0.810324675,0.64534632,0.622222222,0.533333333,0.740740741,0.666666667,0.333333333,0,0,1,0,0,1
30342,0.958787879,0.939393939,0.818181818,0.8,0.666666667,0.909090909,0.909090909,0.8,1,1,1,1,1,1,0.666666667,1,0,1,0,0,1
30343,1,1,1,1,1,1,1,1,0.347222222,0.208333333,0.208333333,0,0.222222222,0,0,0,0,1,1,0,1
30344,0.924444444,0.897777778,0.833333333,0.6,0.5,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,0,1,0,1,1,1,0
30345,1,1,1,1,1,1,1,1,0.707814254,0.466750842,0.377777778,0.333333333,0.411764706,0.333333333,0.333333333,0,0,1,0,1,1
30346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,1,1
30347,0.583333333,0.583333333,0.25,0,0,0,0,0.166666667,0.554575517,0.165088384,0.0625,0,0.111111111,0,0,0,0,0,0,0,1
30348,1,1,1,1,1,1,1,1,0.413580247,0.148148148,0,0,0,0,0,0,0,1,0,1,0
30349,1,1,1,1,1,1,1,1,0.431779101,0.180059524,0,0,0,0,0,0,0,1,0,0,1
30350,0.95047619,0.904761905,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,0.666666667,0.666666667,1,1,1,1,1,0
30351,1,1,1,1,1,1,1,1,0.547222222,0.226190476,0.075757576,0,0.102564103,0,0,0,0,1,0,0,1
30352,0.888888889,0.933333333,0.833333333,0.8,0.75,0.833333333,0.833333333,0.8,1,1,1,1,1,1,1,1,0,1,0,0,1
30353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0,1,1
30354,1,1,1,1,1,1,1,1,0.413580247,0.148148148,0,0,0,0,0,0,0,1,0,1,0
30355,0.9,0.833333333,0.625,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,1,1,0
30356,0.783333333,0.887333333,0.6,0.625,0.571428571,0.666666667,0.666666667,0.622222222,1,1,1,1,1,1,1,1,1,1,1,1,0
30357,0.921428571,0.821428571,0.75,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,0,1,1,1,0
30358,0.978333333,0.958333333,0.875,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30359,0.98,0.977333333,0.9,0.823529412,0.666666667,0.947368421,0.947368421,0.821052632,1,1,1,1,1,1,0.8,1,1,1,1,1,0
30360,0.981666667,0.958333333,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,1,1,1,1,1,1,0.75,1,0,1,0,0,1
30361,0.45,0.4,0.1,0,0,0,0,0.142857143,0.486111111,0.216666667,0.111111111,0,0.25,0,0,0,0,1,0,1,0
30362,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
30363,0.985333333,0.972,0.9,0.823529412,0.666666667,0.947368421,0.736842105,0.821052632,1,1,1,1,1,0.833333333,0.666666667,1,0,1,0,0,1
30364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,0,0,1
30365,0.664814815,0.540740741,0.222222222,0,0,0,0,0.142857143,0.550238636,0.398181818,0.28125,0.257142857,0.333333333,0.333333333,0,0,0,1,0,1,0
30366,1,1,1,1,1,1,1,1,0.928472222,0.872916667,0.861111111,0.85,0.738095238,0.738095238,0.333333333,0,0,1,0,0,1
30367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
30368,0.998697917,0.979166667,0.9375,0.965517241,0.962962963,0.967741935,0.967741935,0.967741935,1,1,1,1,1,1,0.5,1,0,1,1,1,1
30369,0.86,0.733333333,0.5,0.642857143,0.615384615,0.666666667,0.666666667,0.586666667,1,1,1,1,1,1,1,1,0,1,0,0,1
30370,1,1,1,1,1,1,1,1,0.306299603,0.069196429,0,0,0,0,0,0,0,1,0,0,1
30371,1,1,1,1,1,1,1,1,0.343518519,0.183035714,0.073426573,0,0.114871795,0,0,0,0,1,0,0,1
30372,0.87047619,0.80952381,0.571428571,0.5,0.4,0.571428571,0.571428571,0.571428571,1,1,1,1,1,1,1,1,1,1,1,1,0
30373,0.981818182,0.981818182,0.909090909,0.842105263,0.705882353,0.952380952,0.952380952,0.838095238,1,1,1,1,1,1,0.75,1,0,1,0,1,1
30374,0.896,0.752380952,0.6,0.555555556,0.5,0.6,0.6,0.6,1,1,1,1,1,1,0.75,1,0,1,1,1,0
30375,1,1,1,1,1,1,1,1,0.64588955,0.392063492,0.225,0.225,0.25,0.25,0.25,0,0,1,1,1,1
30376,0.938666667,0.949333333,0.8,0.571428571,0.4,0.666666667,0.666666667,0.622222222,0.417460317,0.154761905,0.083333333,0,0.111111111,0,0,0,1,1,0,0,0
30377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0
30378,0.954666667,0.96,0.9,0.777777778,0.625,0.9,0.9,0.8,1,1,1,1,1,1,0.75,1,0,1,0,0,1
30379,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0
30380,0.930666667,0.888,0.8,0.666666667,0.5,0.8,0.6,0.6,1,1,1,1,1,1,0.8,1,0,1,0,0,1
30381,0.855238095,0.80952381,0.571428571,0.5,0.2,0.714285714,0.428571429,0.428571429,1,1,1,1,1,1,1,1,0,1,0,1,0
30382,0.925,0.875,0.625,0.727272727,0.666666667,0.769230769,0.769230769,0.769230769,1,1,1,1,1,1,0.75,1,0,1,0,1,1
30383,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333,0.666666667,1,0,1,1,1,1
30384,0.933333333,0.888888889,0.833333333,0.8,0.75,0.833333333,0.833333333,0.833333333,1,1,1,1,1,1,0.5,1,0,1,1,1,0
30385,0.472222222,0.472222222,0.125,0.142857143,0,0.25,0,0.25,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0
30386,0.966666667,0.944444444,0.833333333,0.888888889,0.857142857,0.909090909,0.909090909,0.909090909,1,1,1,1,1,1,0.666666667,1,0,1,1,1,1
30387,1,1,1,1,1,1,1,1,0.272982804,0.072916667,0,0,0,0,0,0,0,1,0,0,0
30388,0.607142857,0.646428571,0.25,0.153846154,0,0.266666667,0,0.24,0.35625,0.116666667,0,0,0,0,0,0,0,0,0,0,1
30389,0.913333333,0.777777778,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,0.5,1,1,1,1,1,1
30390,1,1,1,1,1,1,1,1,0.296296296,0.05952381,0,0,0,0,0,0,1,1,0,0,1
30391,0.666666667,0.583333333,0.375,0.285714286,0.166666667,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,0,1,0
30392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0,0,1,0,0,1
30393,0.956666667,0.916666667,0.75,0.857142857,0.833333333,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30394,0.986666667,0.962962963,0.888888889,0.933333333,0.923076923,0.941176471,0.941176471,0.941176471,1,1,1,1,1,0.666666667,0.666666667,1,0,1,0,1,1
30395,0.511111111,0.511111111,0.1,0,0,0,0,0.125,0.579365079,0.488095238,0.416666667,0.416666667,0.5,0.5,0,0,1,1,0,0,0
30396,0.855238095,0.84,0.714285714,0.5,0.2,0.714285714,0.428571429,0.428571429,1,1,1,1,1,0.666666667,0.666666667,1,1,1,1,1,0
30397,0.873333333,0.833333333,0.75,0.666666667,0.5,0.75,0.75,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,0
30398,0.488888889,0.488888889,0.2,0,0,0,0,0.1,0.651851852,0.415277778,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,1,1,0,0
30399,0.464285714,0.902857143,0.571428571,0.666666667,0.571428571,0.727272727,0.727272727,0.727272727,1,1,1,1,1,0.833333333,0.666666667,1,1,1,0,1,1
30400,0.885714286,0.80952381,0.714285714,0.666666667,0.6,0.714285714,0.714285714,0.714285714,1,1,1,1,1,1,1,1,0,1,0,1,0
30401,1,1,1,1,1,1,1,1,0.498888889,0.225873016,0.142222222,0.123076923,0.196078431,0.196078431,0.196078431,0,0,1,0,0,0
30402,0.983030303,0.939393939,0.818181818,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,1,0.5,1,0,1,0,0,0
30403,1,1,1,1,1,1,1,1,0.296717172,0.056818182,0,0,0,0,0,0,0,1,0,1,1
30404,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0,1,1,1,0
30405,1,1,1,1,1,1,1,1,0.866931217,0.747222222,0.690625,0.675,0.805555556,0.5,0.25,0,0,1,0,1,1
30406,0.909333333,0.866666667,0.8,0.75,0.666666667,0.8,0.8,0.8,1,1,1,1,1,0.666666667,0.666666667,1,1,1,1,0,0
30407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
30408,1,1,1,1,1,1,1,1,0.508300265,0.212202381,0.113068182,0.05,0.215384615,0.115384615,0,0,1,1,1,1,0
30409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,0,1,0,1,1
30410,0.696969697,0.696969697,0.545454545,0.5,0.444444444,0.545454545,0.545454545,0.545454545,0.601395757,0.366853632,0.233333333,0.194444444,0.214285714,0.214285714,0,0,0,1,0,1,0
30411,0.9,0.795555556,0.75,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,1,1,0
30412,0.683333333,0.683333333,0.5,0.571428571,0.166666667,0.625,0.375,0.475,1,1,1,1,1,1,1,1,1,1,0,1,0
30413,0.973333333,0.925925926,0.888888889,0.875,0.857142857,0.888888889,0.888888889,0.888888889,1,1,1,1,0.8,0.8,0.8,1,1,1,1,1,0
30414,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,1,1,0
30415,0.976666667,0.992222222,0.916666667,0.857142857,0.736842105,0.956521739,0.782608696,0.852173913,0.52787037,0.313888889,0.306868687,0.234074074,0.271062271,0.142857143,0.142857143,0,0,1,0,1,1
30416,0.941333333,0.825,0.7,0.666666667,0.625,0.7,0.7,0.7,1,1,1,1,1,0.666666667,0.333333333,1,1,1,1,1,0
30417,0.943333333,0.923333333,0.75,0.571428571,0.333333333,0.75,0.5,0.6,1,1,1,1,1,1,0.666666667,1,0,1,1,1,0
30418,0.885714286,0.80952381,0.714285714,0.666666667,0.6,0.714285714,0.714285714,0.714285714,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
30419,0.831111111,0.777777778,0.375,0.428571429,0.166666667,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,1,1,0
30420,1,1,1,1,1,1,1,1,0.71984127,0.492857143,0.416666667,0.416666667,0.5,0,0,0,0,1,0,1,1
30421,0.9,0.777777778,0.75,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,1,1,1,1,1,0,1,0
30422,0.805714286,0.714285714,0.571428571,0.5,0.4,0.571428571,0.571428571,0.571428571,1,1,1,1,1,1,1,1,1,1,1,1,0
30423,1,1,1,1,1,1,1,1,0.833333333,0.833333333,0.833333333,0.833333333,0.666666667,0.666666667,0.333333333,0,0,1,0,1,1
30424,0.973333333,0.925925926,0.888888889,0.875,0.857142857,0.888888889,0.888888889,0.888888889,1,1,1,1,0.8,0.8,0.8,1,1,1,1,1,0
30425,0.95047619,0.904761905,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,1,1,1,1,1,1,0
30426,0,0,0,0,0,0,0,0,0.429246032,0.172380952,0,0,0,0,0,0,0,1,0,0,0
30427,0.99829932,0.976190476,0.928571429,0.96,0.956521739,0.962962963,0.962962963,0.962962963,1,1,1,1,1,0.75,0.75,1,0,1,1,1,1
30428,0.909,0.825,0.6,0.555555556,0.5,0.6,0.6,0.6,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
30429,1,1,1,1,1,1,1,1,0.491732804,0.222718254,0.058333333,0,0.111111111,0,0,0,0,1,0,1,1
30430,0.990666667,0.966666667,0.9,0.941176471,0.933333333,0.947368421,0.947368421,0.947368421,1,1,1,1,1,1,0.5,1,0,1,0,0,1
30431,0.962236747,0.94335512,0.888888889,0.848484848,0.774193548,0.914285714,0.914285714,0.857142857,1,1,1,1,1,1,0.75,1,0,1,0,0,1
30432,0.583333333,0.666666667,0.25,0.285714286,0,0.5,0,0.3,0.579186169,0.248575499,0.116282895,0,0.194083694,0,0,0,0,1,0,0,0
30433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
30434,0.971851852,0.977777778,0.888888889,0.8,0.615384615,0.941176471,0.941176471,0.8,1,1,1,1,1,1,0.5,1,0,1,0,0,1
30435,1,1,1,1,1,1,1,1,0.501230159,0.237619048,0.18,0.111111111,0.184415584,0.127272727,0.127272727,0,0,1,1,1,1
30436,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,1,1,0,1,1,0,0
30437,0.990666667,0.966666667,0.9,0.941176471,0.933333333,0.947368421,0.947368421,0.947368421,1,1,1,1,1,1,0.5,1,0,1,1,1,1
30438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,1
30439,0.909333333,0.866666667,0.8,0.75,0.666666667,0.8,0.8,0.8,1,1,1,1,1,1,1,1,0,1,1,1,1
30440,0.884444444,0.777777778,0.666666667,0.625,0.571428571,0.666666667,0.666666667,0.666666667,1,1,1,1,1,1,1,1,0,1,1,1,0
30441,1,1,1,1,1,1,1,1,0.453087422,0.202020202,0,0,0,0,0,0,0,1,0,1,1
30442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,1,0,1,0,1,1
30443,0.873333333,0.833333333,0.75,0.666666667,0.5,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
30445,1,1,1,1,1,1,1,1,0.271626984,0.101190476,0,0,0,0,0,0,0,1,0,0,1
30446,0.951347798,0.976331361,0.923076923,0.833333333,0.727272727,0.923076923,0.923076923,0.846153846,1,1,1,1,1,0.75,0.5,1,1,1,1,1,0
30447,0.95047619,0.904761905,0.857142857,0.833333333,0.8,0.857142857,0.857142857,0.857142857,1,1,1,1,1,1,0.666666667,1,1,1,1,0,0
30448,1,1,1,1,1,1,1,1,0.400662879,0.056818182,0,0,0,0,0,0,0,1,0,0,0
30449,0.898666667,0.877333333,0.8,0.5,0.333333333,0.6,0.6,0.6,1,1,1,1,1,1,0.666666667,1,0,1,0,0,0
30450,0.981666667,0.958333333,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,1,1,1,1,1,1,1,1,0,1,0,0,1
30451,0.913333333,0.833333333,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30452,1,1,1,1,1,1,1,1,0.21037037,0.048888889,0,0,0,0,0,0,0,1,0,0,0
30453,1,1,1,1,1,1,1,1,0.558399471,0.239583333,0,0,0,0,0,0,0,1,0,1,1
30454,0.941333333,0.839,0.8,0.666666667,0.625,0.7,0.7,0.7,1,1,1,1,1,1,0.666666667,1,1,1,1,1,0
30455,1,1,1,1,1,1,1,1,0.845763889,0.723125,0.675,0.675,0.6,0.6,0.4,0,0,1,0,0,1
30456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
30457,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
30458,0.99829932,0.976190476,0.928571429,0.96,0.956521739,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,1,1,0,1,1,1,1
30459,0.904761905,0.942857143,0.714285714,0.8,0.75,0.833333333,0.833333333,0.833333333,1,1,1,1,1,1,0.666666667,1,0,1,1,0,1
30460,1,1,1,1,1,1,1,1,0.795922365,0.658012821,0.604166667,0.583333333,0.571428571,0.5,0.5,0,0,1,0,1,0
30461,0.966666667,0.990666667,0.9,0.941176471,0.933333333,0.947368421,0.947368421,0.947368421,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
30462,0.511111111,0.522222222,0.2,0.142857143,0,0.25,0,0.225,1,1,1,1,1,1,1,1,0,1,0,0,1
30463,1,1,1,1,1,1,1,1,0.539930556,0.421875,0.375,0.375,0.5,0.5,0,0,0,1,0,0,0
30464,1,1,1,1,1,1,1,1,0.413580247,0.148148148,0,0,0,0,0,0,0,1,0,1,0
30465,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,0.666666667,0.666666667,1,1,1,1,1,0
30466,0.913333333,0.833333333,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30467,0.886666667,0.813333333,0.75,0.571428571,0.333333333,0.75,0.5,0.5,1,1,1,1,1,1,0.75,1,0,1,0,0,0
30468,1,1,1,1,1,1,1,1,0.517343305,0.277472527,0.083796296,0,0.152505447,0,0,0,0,1,0,1,1
30469,1,1,1,1,1,1,1,1,0.649829145,0.349733947,0.261706349,0.171875,0.475579976,0.277777778,0.277777778,0,0,1,0,1,1
30470,0.933333333,0.888888889,0.833333333,0.8,0.75,0.833333333,0.833333333,0.833333333,1,1,1,1,1,1,1,1,1,1,1,1,0
30471,0,0.398809524,0,0,0,0,0,0.054545455,0.480357143,0.127380952,0,0,0,0,0,0,0,1,0,0,0
30472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
30473,0.910714286,0.981666667,0.875,0.923076923,0.909090909,0.933333333,0.933333333,0.933333333,1,1,1,1,1,0.75,0.5,1,0,1,0,0,1
30474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,0,1
30475,0.505050505,0.505050505,0.090909091,0.133333333,0,0.235294118,0,0.235294118,1,1,1,1,1,1,0.5,1,0,1,0,1,1
30476,1,1,1,1,1,1,1,1,0.413580247,0.148148148,0,0,0,0,0,0,0,1,0,1,0
30477,0.909333333,0.866666667,0.8,0.75,0.666666667,0.8,0.8,0.8,1,1,1,1,1,1,0.714285714,1,1,1,1,1,0
30478,0.981818182,0.981818182,0.909090909,0.842105263,0.705882353,0.952380952,0.952380952,0.838095238,0.700231481,0.477083333,0.383333333,0.291666667,0.411764706,0.333333333,0,0,0,1,0,1,0
30479,1,1,1,1,1,1,1,1,0.509642857,0.351984127,0.230909091,0.16,0.304395604,0.242857143,0.142857143,0,0,1,1,1,1
30480,0.93877551,0.948979592,0.785714286,0.608695652,0.285714286,0.88,0.56,0.592,1,1,1,1,1,1,0.75,1,0,1,0,1,1
30481,0.986666667,0.962962963,0.888888889,0.933333333,0.923076923,0.941176471,0.941176471,0.941176471,0.516843034,0.240740741,0.083333333,0,0.222222222,0,0,0,0,1,0,1,0
30482,0.993939394,0.96969697,0.909090909,0.947368421,0.941176471,0.952380952,0.952380952,0.952380952,1,1,1,1,1,1,1,1,0,1,0,1,1
30483,0.963333333,0.916666667,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,0.5,1,1,1,1,0,1
30484,0.948888889,0.966666667,0.833333333,0.888888889,0.857142857,0.909090909,0.909090909,0.909090909,1,1,1,1,0.4,0.4,0.4,1,0,1,0,1,1
30485,0.531746032,0.53968254,0.285714286,0,0,0,0,0.153846154,1,1,1,1,1,1,0.75,1,0,1,0,1,1
30486,1,1,1,1,1,1,1,1,0.726851852,0.583333333,0.5,0.5,0.5,0.5,0.5,0,0,1,0,0,1
30487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
30488,0.583333333,0.458333333,0.25,0,0,0,0,0.1,0.523809524,0.142857143,0,0,0,0,0,0,0,1,0,0,0
30489,0.9,0.833333333,0.625,0.571428571,0.5,0.625,0.625,0.625,1,1,1,1,1,0.5,0.5,1,0,0,0,0,0
30490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,1,1
30491,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.333333333,1,0,1,0,1,1
30492,0.983030303,0.939393939,0.818181818,0.888888889,0.875,0.9,0.9,0.9,1,1,1,1,1,1,1,1,0,1,0,0,1
30493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,1,1
30494,0.962222222,0.948888889,0.833333333,0.666666667,0.571428571,0.727272727,0.727272727,0.727272727,1,1,1,1,1,1,0.5,1,0,1,0,0,1
30495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
30496,0.484722222,0.484722222,0.125,0.105263158,0,0.19047619,0,0.152380952,0,0,0,0,0,0,0,0,0,0,0,0,0
30497,0.783037475,0.701923077,0.461538462,0.333333333,0.181818182,0.461538462,0.307692308,0.323076923,0.376967593,0.139236111,0,0,0,0,0,0,0,1,1,1,0
30498,0.956666667,0.869047619,0.75,0.714285714,0.666666667,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0
30499,0.954666667,0.933333333,0.8,0.857142857,0.8,0.888888889,0.888888889,0.888888889,1,1,1,1,1,1,1,1,0,1,0,1,1
30500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
30501,0.909090909,0.967272727,0.727272727,0.823529412,0.8,0.842105263,0.842105263,0.842105263,0.743055556,0.6875,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0,0,1,0,1,1
30502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0,1,0,0,1
30503,0.963333333,0.869047619,0.875,0.857142857,0.833333333,0.875,0.875,0.875,1,1,1,1,1,1,0.75,1,0,1,1,1,0
30504,0.938518318,0.768806073,0.695652174,0.619047619,0.6,0.636363636,0.636363636,0.636363636,0.48042328,0.295238095,0.083333333,0,0.166666667,0,0,1,1,1,1,1,0
30505,0.81,0.683333333,0.375,0.285714286,0.166666667,0.375,0.375,0.375,1,1,1,1,1,1,1,1,1,1,0,1,0
30506,0.996666667,0.972222222,0.916666667,0.952380952,0.947368421,0.956521739,0.956521739,0.956521739,1,1,1,1,1,1,0.5,1,0,1,1,1,1
30507,0.96,0.967619048,0.857142857,0.727272727,0.444444444,0.923076923,0.615384615,0.738461538,1,1,1,1,1,1,0.714285714,1,0,1,0,1,1
30508,0.998697917,0.979166667,0.9375,0.965517241,0.962962963,0.967741935,0.967741935,0.967741935,1,1,1,1,1,1,1,1,0,1,1,1,1
30509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
